"Review.."	"Brand"	"Variety"	"Style"	"Country"	"Stars"	"Top.Ten"
692	"Samyang"	"Assorted Vegetable Ramen"	"Pack"	"South Korea"	3.75	"None"
691	"Mamee"	"Express Cup Vegetarian"	"Cup"	"Malaysia"	2	"None"
690	"Maruchan"	"Yakisoba Savory Soy Sauce"	"Tray"	"USA"	3.75	"None"
689	"Mee Jang"	"Noodle Soup Sour Spicy Shrimp Tom Yum"	"Bowl"	"Thailand"	2.5	"None"
688	"Ohsung"	"Hong Ramyun Soy Peptide Hot Spicy"	"Pack"	"South Korea"	3.75	"None"
687	"Nissin"	"Cup Noodles Xo Sauce Seafood"	"Cup"	"Hong Kong"	3.75	"None"
686	"Mi Sedaap"	"Mi Segera Mi Goreng Perisa Sambal Goreng"	"Pack"	"Indonesia"	4.5	"None"
685	"Indomie"	"Rasa Sup Buntut Oxtail Soup"	"Pack"	"Indonesia"	2.75	"None"
684	"Dragonfly"	"Artificial Seafood"	"Pack"	"China"	3.75	"None"
683	"Nongshim"	"Udon Garlic Teriyaki"	"Pack"	"South Korea"	4.75	"None"
682	"Indomie"	"Instant Cup Noodles Mi Goreng Satay"	"Cup"	"Indonesia"	4.25	"None"
681	"Nongshim"	"Hearty Rice Noodle Black Bean Vegetable"	"Pack"	"South Korea"	3.75	"None"
680	"Vina Acecook"	"Kingcook Shrimp"	"Pack"	"Vietnam"	2.75	"None"
679	"Mamee"	"Express Cup Fried Onion Chicken"	"Cup"	"Malaysia"	3.25	"None"
678	"Wang"	"Kitsune Udon"	"Bowl"	"South Korea"	4	"None"
677	"Nongshim"	"Shin Ramyun Shrimp"	"Pack"	"China"	4.5	"None"
676	"Indomie"	"Spicy Coconut Shrimp"	"Pack"	"Indonesia"	4.75	"None"
675	"Samyang"	"Nagasaki Jjampong"	"Pack"	"South Korea"	4.75	"None"
674	"Paldo"	"Kko Kko Myun"	"Pack"	"South Korea"	5	"None"
673	"Ohsung"	"Hong Ramyun Soup Soy Peptide Mild"	"Pack"	"South Korea"	3.25	"None"
672	"Mug Shot"	"Chicken"	"Pack"	"UK"	3	"None"
671	"Mug Shot"	"Spicy Sweet & Sour"	"Pack"	"UK"	3	"None"
670	"Saigon Ve Wong"	"Kung Fu Artificial Chicken Rice Noodle"	"Bowl"	"Vietnam"	3.5	"None"
669	"Nissin"	"Gozen Tempura"	"Bowl"	"Japan"	4	"None"
668	"Saigon Ve Wong"	"Kung Fu Vegetarian"	"Bowl"	"Vietnam"	2	"None"
667	"Nissin"	"Ramen Bowl Kimchi"	"Bowl"	"USA"	3	"None"
666	"Lishan"	"Black Rooster Chicken"	"Pack"	"Taiwan"	1.5	"None"
665	"Mama"	"Moo Nam Tok Rice Vermicelli"	"Pack"	"Thailand"	3.25	"None"
664	"Thai Kitchen"	"Bangkok Curry Rice Noodle"	"Pack"	"USA"	2.75	"None"
663	"Paldo"	"Jjajangmen Black Bean"	"Pack"	"South Korea"	4	"None"
662	"Daikoku"	"Shokuh Kitsune Udon"	"Bowl"	"Japan"	4.25	"None"
661	"Yamamoto"	"Ponpoko Tempura Soba"	"Bowl"	"Japan"	4.25	"None"
660	"Lucky Me!"	"Beef Na Beef"	"Pack"	"Philippines"	3.75	"None"
659	"Nissin"	"Ramen Bowl Spicy Shrimp"	"Bowl"	"USA"	3	"None"
658	"Paldo"	"Hwa King Cup"	"Cup"	"South Korea"	3.5	"None"
657	"Dragonfly"	"Onion"	"Pack"	"China"	3.75	"None"
656	"Nissin"	"Ramen Bowl Hot & Spicy"	"Bowl"	"USA"	3.75	"None"
655	"Cap Atoom Bulan"	"Mie Telor Asli"	"Pack"	"Indonesia"	3	"None"
654	"Mee Jang"	"Sour Spicy Chicken Tom Yum"	"Bowl"	"Thailand"	3.25	"None"
653	"Dragonfly"	"Artificial Pork Ribs"	"Pack"	"China"	4	"None"
652	"Sapporo Ichiban"	"Shio"	"Pack"	"Japan"	5	"None"
651	"Mi Sedaap"	"Mi Segera Mi Sup Perisa Kari Ayam"	"Pack"	"Indonesia"	4	"None"
650	"Dragonfly"	"Artificial Chicken"	"Pack"	"China"	4	"None"
649	"Pot Noodle"	"Chicken & Mushroom"	"Cup"	"UK"	3.75	"None"
648	"Nongshim"	"Seafood Ramyun"	"Pack"	"South Korea"	3.75	"None"
647	"Sunlee"	"Tom Yum Shrimp Noodle"	"Bowl"	"Thailand"	3.5	"None"
646	"Yamamoto"	"Shoyu"	"Bowl"	"Japan"	4.25	"None"
645	"Nongshim"	"Oolongmen Artificial Chicken"	"Cup"	"South Korea"	3.75	"None"
644	"Sura"	"Knife Cut Rice Noodle"	"Bowl"	"South Korea"	3.75	"None"
643	"Wei Chuan"	"Miso Vegetables"	"Pack"	"Taiwan"	3.25	"None"
642	"Little Cook"	"Spicy Beef"	"Cup"	"Thailand"	2.75	"None"
641	"Vina Acecook"	"Hao Hao Shrimp Onion"	"Pack"	"Vietnam"	3	"None"
640	"Master Kong"	"Artificial Spicy Beef"	"Pack"	"China"	4.25	"None"
639	"Nissin"	"Gozen Kitsune Udon"	"Bowl"	"Japan"	5	"None"
638	"GreeNoodle"	"Yakisoba"	"Pack"	"Thailand"	3	"None"
637	"Snapdragon"	"Chinese Mushroom Rice Noodle"	"Cup"	"Singapore"	2.5	"None"
636	"Yamamori"	"Tom Yam Ramen Pork"	"Pack"	"Japan"	4.75	"None"
635	"Ottogi"	"Buckwheat Bibim Ramyon"	"Pack"	"South Korea"	1.1	"None"
634	"Baijia"	"Sichuan Hot Pot Sweet Potato Thread"	"Bowl"	"China"	0.5	"None"
633	"Mr. Udon"	"Seafood Selection"	"Pack"	"South Korea"	3.5	"None"
632	"Mr. Udon"	"Japanese Miso"	"Pack"	"South Korea"	2.75	"None"
631	"Fashion Foods"	"XO Sauce"	"Bowl"	"Thailand"	1.25	"None"
630	"Ve Wong"	"Kung Fu Artificial Mushroom Pork"	"Bowl"	"Taiwan"	1.25	"None"
629	"Master Kong"	"Artificial Braised Beef"	"Pack"	"China"	4.25	"None"
628	"Lucky Me!"	"Supreme La Paz Batchoy Beef Garlic"	"Bowl"	"Philippines"	3.5	"None"
627	"Omachi"	"Spaghetti"	"Pack"	"Vietnam"	3.75	"None"
626	"Ottogi"	"Yeul Hot Taste"	"Bowl"	"South Korea"	3.5	"None"
625	"Pot Noodle"	"Bombay Bad Boy"	"Cup"	"UK"	4	"None"
624	"Master Kong"	"Artificial Pork"	"Pack"	"China"	3.75	"None"
623	"Wei Wei"	"\"A\" Series Vegetarian"	"Pack"	"Taiwan"	3.25	"None"
622	"Daikoku"	"My Friend Vic Tanuki Udon"	"Bowl"	"Japan"	4.75	"None"
621	"Ottogi"	"Jin Ramen Big Bowl (Hot)"	"Bowl"	"South Korea"	3.5	"None"
620	"Vifon"	"Phu Gia Bamboo Shoot Artificial Pork Bean Thread"	"Pack"	"Vietnam"	1.25	"None"
619	"Yamamoto"	"Ponpoko Tempura Udon"	"Bowl"	"Japan"	4.75	"None"
618	"Pulmuone"	"Cold Noodles By Dad"	"Pack"	"South Korea"	2.75	"None"
617	"Nissin"	"Demae Iccho Sesame Oil Chicken Macaroni"	"Pack"	"Japan"	3.75	"None"
616	"Maggi"	"2 Minute Noodles Thrillin' Curry"	"Pack"	"India"	2	"None"
615	"Yamamori"	"Tom Yam Prawn"	"Pack"	"Japan"	4.5	"None"
614	"Fuku"	"Superior Soup Rice Noodle"	"Pack"	"Hong Kong"	2.5	"None"
613	"Saigon Ve Wong"	"Kung Fu Artificial Pork Flavor"	"Bowl"	"Vietnam"	3	"None"
612	"Maruchan"	"Yakisoba Spicy Chicken"	"Tray"	"USA"	1.75	"None"
611	"Batchelors"	"Super Noodles Low Fat Sweet Thai Chilli"	"Pack"	"UK"	2	"None"
610	"Wei Wei"	"\"A\" Series Artificial Chicken"	"Pack"	"Taiwan"	3.25	"None"
609	"Wei Wei"	"\"A\" Series Artificial Hot Beef"	"Pack"	"Taiwan"	3.75	"None"
608	"Koka"	"Spicy Black Pepper"	"Pack"	"Singapore"	5	"2012 #10"
607	"Pot Noodle"	"Beef Tomato"	"Cup"	"UK"	1.5	"None"
606	"Six Fortune"	"U-Dong"	"Pack"	"South Korea"	4	"None"
605	"Little Cook"	"Artificial Onion"	"Cup"	"Thailand"	3.5	"None"
604	"Batchelors"	"Super Noodles Low Fat Chicken Herb"	"Pack"	"UK"	2	"None"
603	"Wei Lih"	"Goog Good Eat Super Ramen Hot Chili"	"Pack"	"Taiwan"	3.75	"None"
602	"Nongshim"	"Oolongmen Artificial Seafood"	"Cup"	"South Korea"	3.5	"None"
601	"Wei Chuan"	"Tomato Vegetables"	"Pack"	"Taiwan"	4	"None"
600	"Maruchan"	"Ramen Noodle Soup Beef"	"Pack"	"USA"	3.25	"None"
599	"Lucky Me!"	"Pancit Canton Extra Hot Chili"	"Pack"	"Philippines"	4	"None"
598	"Little Cook"	"Vegetarian"	"Cup"	"Thailand"	3.25	"None"
597	"Batchelors"	"Super Noodles Sweet & sour"	"Pack"	"UK"	3.5	"None"
596	"Thai Kitchen"	"Lemongrass Chili Rice Noodle"	"Pack"	"USA"	1.5	"None"
595	"Thai Kitchen"	"Spring Onion Rice Noodle"	"Pack"	"USA"	3.75	"None"
594	"Haioreum"	"Asian Style Noodles Seafood"	"Bowl"	"South Korea"	3.5	"None"
593	"Nongshim"	"Chapagetti Chajang"	"Pack"	"South Korea"	4	"None"
592	"Batchelors"	"Super Noodles Mild Curry"	"Pack"	"UK"	3.25	"None"
591	"Batchelors"	"Super Noodles To Go Chinese Space Rib"	"Bowl"	"UK"	2.5	"None"
590	"Mama"	"Chand Clear Soup"	"Bowl"	"Thailand"	3.5	"None"
589	"Vifon"	"South Korean Style Kim Chee"	"Bowl"	"Vietnam"	4.25	"None"
588	"Vifon"	"Tu Quy Pork"	"Pack"	"Vietnam"	2.75	"None"
587	"Sunlight"	"Steam Vermicelli"	"Pack"	"Taiwan"	2.1	"None"
586	"Vedan"	"Bah Kut Tea Noodle For Vegetarians"	"Pack"	"Taiwan"	3.25	"None"
585	"Ve Wong"	"Artificial Onion Flavor Bean Thread"	"Bowl"	"Taiwan"	1.5	"None"
584	"Baijia"	"Single Noble Black Bone Chicken Sweet Potato Thread"	"Cup"	"China"	0	"None"
583	"Vifon"	"Phu Gia Cua Crab Bean Thread"	"Pack"	"Vietnam"	2.25	"None"
582	"Koyo"	"Tofu & Miso"	"Pack"	"USA"	2.5	"None"
581	"Koyo"	"Mushroom"	"Pack"	"USA"	2.75	"None"
580	"Baijia"	"Hot & Sour Casserole Stewed Rice Noodle"	"Pack"	"China"	0	"None"
579	"Baijia"	"Sichuan Pickled Sweet Potato Thread"	"Pack"	"China"	1.75	"None"
578	"Nongshim"	"Shin Ramyun Black"	"Pack"	"South Korea"	4.75	"2012 #7"
577	"Pot Noodle"	"Chinese Chow Mein"	"Cup"	"UK"	3	"None"
576	"Menraku"	"Tempura Soba"	"Bowl"	"Japan"	3.75	"None"
575	"Batchelors"	"Super Noodles Barbecue Beef"	"Pack"	"UK"	3.5	"None"
574	"Maggi"	"2 Minute Noodles Tricky Tomato"	"Pack"	"India"	3.75	"None"
573	"Noah Foods"	"Phoya Chicken"	"Bowl"	"Vietnam"	2	"None"
572	"Maruchan"	"Yakisoba Tomato Basil"	"Tray"	"USA"	3	"None"
571	"Shirakiku"	"Japanese Style Tokusen Sio"	"Pack"	"Japan"	3.25	"None"
570	"O Sung"	"Keopnurungji Rice Snack"	"Cup"	"South Korea"	2.5	"None"
569	"Saigon Ve Wong"	"Kung Fu Suc Song Artificial Pork"	"Bowl"	"Vietnam"	3	"None"
568	"Paldo"	"Gomtang"	"Cup"	"South Korea"	4	"None"
567	"Goku Uma"	"Soy Sauce"	"Bowl"	"Japan"	3.5	"None"
566	"Foodmon"	"DJ DOC Jjolmyeon"	"Bowl"	"South Korea"	5	"None"
565	"Batchelors"	"Super Noodles To Go Curry"	"Bowl"	"UK"	4	"None"
564	"Uni-President"	"One More Cup Kimchi"	"Cup"	"Taiwan"	3.75	"None"
563	"Yum Yum"	"Duck"	"Pack"	"Thailand"	3.25	"None"
562	"Batchelors"	"Super Noodles Bacon"	"Pack"	"UK"	4.25	"None"
561	"Sahmyook"	"Vegetable"	"Pack"	"South Korea"	3.25	"None"
560	"Myojo"	"Ippeichan Soy Sauce"	"Bowl"	"Japan"	4	"None"
559	"Wai Wai"	"Quick Tom Yum Shrimp"	"Cup"	"Thailand"	3	"None"
558	"Long Kow"	"Crystal Noodles Vegetables"	"Bowl"	"China"	1.5	"None"
557	"Batchelors"	"Super Noodles Souther Fried Chicken"	"Pack"	"UK"	3.75	"None"
556	"Mi Sedaap"	"Mi Goreng Perisa Asli"	"Pack"	"Indonesia"	4.75	"None"
555	"Batchelors"	"Super Noodles Chinese Chow Mein"	"Pack"	"UK"	2.75	"None"
554	"Yum Yum"	"Shrimp Tom Yum Flavor"	"Pack"	"Thailand"	3.5	"None"
553	"Samyang"	"60 Ingredients"	"Cup"	"South Korea"	2.75	"None"
552	"Super Bihun"	"Kuah Rasa Baso Sapi Rice Noodles"	"Pack"	"Indonesia"	3	"None"
551	"Batchelors"	"Super Noodles Chicken"	"Pack"	"UK"	3.25	"None"
550	"Nissin"	"Taisho Fried Noodle Yakisoba"	"Pack"	"Japan"	4.25	"None"
549	"Mi Sedaap"	"Supreme Soto"	"Pack"	"Indonesia"	4	"None"
548	"Pot Noodle"	"Original Curry"	"Cup"	"UK"	3.75	"None"
547	"Lucky Me!"	"Pancit Canton Sweet Spicy"	"Pack"	"Philippines"	5	"None"
546	"Yum Yum"	"Vegetable"	"Pack"	"Thailand"	3.5	"None"
545	"Golden Wheat"	"South Korean Style Spicy Beef"	"Pack"	"China"	3.5	"None"
544	"Unox"	"Good Noodles Chicken"	"Pack"	"Holland"	3.5	"None"
543	"Menraku"	"Curry Udon"	"Bowl"	"Japan"	4.75	"None"
542	"Mi Sedaap"	"Mi SupArtificial Chicken Special"	"Pack"	"Indonesia"	3	"None"
541	"Yum Yum"	"Chicken"	"Pack"	"Thailand"	3.5	"None"
540	"Nissin"	"Top Ramen Chicken"	"Pack"	"USA"	3.25	"None"
539	"Nissin"	"Demae Ramen Chicken"	"Pack"	"Japan"	3	"None"
538	"Lucky Me!"	"Lomi Seafood Vegetable"	"Pack"	"Philippines"	0.5	"None"
537	"Mama"	"Pad Kee Mao Drunken"	"Pack"	"Thailand"	2	"None"
536	"Ottogi"	"Yeul Ramyun"	"Pack"	"South Korea"	4.25	"None"
535	"Wai Wai"	"Chicken Flavor"	"Pack"	"Thailand"	0.9	"None"
534	"Mama"	"Pho Ga"	"Pack"	"Thailand"	3.1	"None"
533	"Paldo"	"Gomtang"	"Pack"	"South Korea"	4.75	"None"
532	"Doll"	"Spicy Tomkotsu"	"Pack"	"Hong Kong"	4.25	"None"
531	"Yum Yum"	"Beef"	"Pack"	"Thailand"	3.25	"None"
530	"Mee Jang"	"Artificial Shrimp Tom yum"	"Bowl"	"Thailand"	3.5	"None"
529	"Sapporo Ichiban"	"Hot Spicy Chicken"	"Pack"	"USA"	2	"None"
528	"Unox"	"Good Noodles Vegetable"	"Pack"	"Holland"	3.75	"None"
527	"Little Cook"	"Wheat Gluten Stewed Duck Flavoured"	"Bowl"	"Thailand"	2.75	"None"
526	"Annie Chun's"	"Soy Ginger Ramen"	"Pack"	"USA"	1.5	"None"
525	"JML"	"Artificial Spicy Hot Beef"	"Pack"	"China"	3.75	"None"
524	"Nissin"	"Cup Noodles Spicy Seafood"	"Cup"	"Hong Kong"	3.75	"None"
523	"Dragonfly"	"Artificial Hot & Sour Shrimp"	"Bowl"	"China"	4.5	"None"
522	"Samyang"	"Hot Beef"	"Pack"	"South Korea"	4.25	"None"
521	"Menraku"	"Soy Sauce"	"Bowl"	"Japan"	4.25	"None"
520	"Nan Hsing"	"Vegetarian Rice Noodles"	"Bowl"	"Taiwan"	0.25	"None"
519	"Snapdragon"	"Beijing Vegetable Rice Noodle"	"Cup"	"Singapore"	2	"None"
518	"Dragonfly"	"Artificial Chicken"	"Bowl"	"China"	4.5	"None"
517	"Thai Kitchen"	"Thai Ginger Rice Noodle"	"Pack"	"USA"	4.25	"None"
516	"Wang"	"Champong Spicy Seafood"	"Bowl"	"South Korea"	3.5	"None"
515	"Tradition"	"Imitation Beef"	"Cup"	"USA"	2.5	"None"
514	"Shirakiku"	"Sanukiya Fresh Spicy Ramen"	"Bowl"	"Japan"	3	"None"
513	"Dragonfly"	"Artificial Onion"	"Bowl"	"China"	4	"None"
512	"Paldo"	"Big Bowl Noodle"	"Bowl"	"South Korea"	3.75	"None"
511	"Menraku"	"Miso"	"Bowl"	"Japan"	2.75	"None"
510	"Snapdragon"	"South Korean Kimchi Rice Noodle"	"Cup"	"Singapore"	3.75	"None"
509	"Ve Wong"	"Kung Fu Shrimp"	"Bowl"	"Taiwan"	4	"None"
508	"Samyang"	"Beef"	"Cup"	"South Korea"	3.75	"None"
507	"Dragonfly"	"Artificial Seafood"	"Bowl"	"China"	3.75	"None"
506	"Nongshim"	"Oolongmen Beef"	"Cup"	"South Korea"	2.5	"None"
505	"JML"	"Artificial Spicy Beef"	"Pack"	"China"	3.5	"None"
504	"Knorr"	"Pizza"	"Pack"	"Pakistan"	3	"None"
503	"GreeNoodle"	"Miso"	"Pack"	"Thailand"	1	"None"
502	"Sunlee"	"Beef Rice Stick"	"Bowl"	"Thailand"	2	"None"
501	"Nongshim"	"Neoguri Mild"	"Pack"	"South Korea"	3.25	"None"
500	"Mexi-Ramen"	"Soupless Ramen Shallot Teriyaki"	"Pack"	"USA"	2.5	"None"
499	"Dragonfly"	"Artificial Beef"	"Bowl"	"China"	4.75	"None"
498	"Hsin Tung Yang"	"Tiny Noodle With Oyster Flavor"	"Pack"	"Taiwan"	0	"None"
497	"Nissin"	"Demae Iccho Seafood & Abalone Macaroni"	"Pack"	"Japan"	4	"None"
496	"Maruchan"	"Yakisoba Shrimp"	"Tray"	"USA"	2.75	"None"
495	"Ottogi"	"Jin Ramen (Mild)"	"Pack"	"South Korea"	3.25	"None"
494	"Snapdragon"	"Tomato Seafood Rice Noodle"	"Cup"	"Singapore"	3.5	"None"
493	"Pulmuone"	"Fresh Ramen Spicy"	"Pack"	"South Korea"	3	"None"
492	"Noah Foods"	"Phoya Rice Noodles Beef"	"Bowl"	"Vietnam"	2.75	"None"
491	"JML"	"Artificial Stew Beef"	"Pack"	"China"	3.75	"None"
490	"Foodmon"	"DJ DOC Instant rice Ramen Topokki"	"Bowl"	"South Korea"	5	"None"
489	"JML"	"Stew Pork"	"Pack"	"China"	3.25	"None"
488	"Kailo"	"Big Bowl Crab "	"Bowl"	"Hong Kong"	3.5	"None"
487	"Kailo"	"Big Bowl Artificial Chicken"	"Bowl"	"Hong Kong"	2.75	"None"
486	"Kamfen"	"Japanese U-Don Lobster Scallop"	"Pack"	"China"	3	"None"
485	"Ottogi"	"Hot & Spicy Ramen"	"Cup"	"South Korea"	3	"None"
484	"Ottogi"	"Bekse Curry Myon"	"Cup"	"South Korea"	4.25	"None"
483	"Itomen"	"Yellow Buckwheat"	"Bowl"	"Japan"	4.5	"None"
482	"Menraku"	"Shio"	"Bowl"	"Japan"	4.5	"None"
481	"Thai Kitchen"	"Roasted Garlic Rice Noodle"	"Bowl"	"USA"	3.75	"None"
480	"Thai Kitchen"	"Mushroom Rice Noodle"	"Bowl"	"USA"	3.25	"None"
479	"Nongshim"	"Potato Noodle Soup"	"Pack"	"South Korea"	3.75	"None"
478	"Vedan"	"Mushroom & Artificial Cuttlefish"	"Pack"	"Taiwan"	1.75	"None"
477	"Mr. Udon"	"Malaysian Beef Udon"	"Pack"	"South Korea"	3	"None"
476	"Annie Chun's"	"Teriyaki Noodle"	"Bowl"	"USA"	1.75	"None"
475	"Gefen"	"Vegetable"	"Pack"	"USA"	3.25	"None"
474	"Saigon Ve Wong"	"Kung Fu Rice Noodle Shrimp Crab "	"Bowl"	"Vietnam"	3.75	"None"
473	"Myojo"	"Ramen-Desse Miso Soybean Paste"	"Bowl"	"Japan"	4.5	"None"
472	"Thai Kitchen"	"Spring Onion Rice Noodle"	"Bowl"	"USA"	3.75	"None"
471	"Koyo"	"Lemongrass ginger"	"Pack"	"USA"	1.5	"None"
470	"Maruchan"	"Ramen Noodle Soup Chicken Mushroom"	"Pack"	"USA"	3.25	"None"
469	"Gefen"	"Chicken"	"Pack"	"USA"	3.5	"None"
468	"Paldo"	"Snack Noodle slightly Hot"	"Pack"	"South Korea"	3.75	"None"
467	"Vifon"	"Tu Quy Sour Spicy Shrimp"	"Pack"	"Vietnam"	1.75	"None"
466	"Saigon Ve Wong"	"Kung Fu Rice Noodle Artificial Beef"	"Bowl"	"Vietnam"	3.5	"None"
465	"Nissin"	"Souper Meal Picante Shrimp Hot Spicy"	"Bowl"	"USA"	2.75	"None"
464	"Mama"	"Vegetable"	"Pack"	"Thailand"	3.25	"None"
463	"Ottogi"	"Ppushu Ppushu Barbecue"	"Pack"	"South Korea"	3	"None"
462	"Nissin"	"Top Ramen Shrimp"	"Pack"	"USA"	3.5	"None"
461	"Samyang"	"Sutah Hot Spicy Beef"	"Pack"	"South Korea"	3.5	"None"
460	"Menraku"	"Tempura Udon"	"Bowl"	"Japan"	5	"None"
459	"Gefen"	"Imitation Chicken Vegetarian"	"Pack"	"USA"	3	"None"
458	"Ve Wong"	"Kung Fu Artificial Beef Rice Noodle"	"Bowl"	"Taiwan"	3.75	"None"
457	"Ibumie"	"Harmee Mee goreng Prawn"	"Pack"	"Malaysia"	4.5	"None"
456	"Ve Wong"	"Kung Fu Artificial Szechuan Pork"	"Bowl"	"Taiwan"	3.75	"None"
455	"Baijia"	"Single Noble Pickled Radish & Duck"	"Cup"	"China"	0.25	"None"
454	"Koyo"	"Asian Vegetable"	"Pack"	"USA"	1.5	"None"
453	"Nongshim"	"Bowl Noodle Savory Chicken"	"Bowl"	"USA"	3.25	"None"
452	"Myojo"	"Hyoubanya No Chukasoba Soy Sauce"	"Pack"	"Japan"	4	"None"
451	"Myojo"	"Ippeichan Soybean Paste"	"Bowl"	"Japan"	4	"None"
450	"Ottogi"	"Ppushu Ppushu Tteobokki"	"Pack"	"South Korea"	3.25	"None"
449	"Wu Mu"	"Beef Flavor Ramen"	"Pack"	"Taiwan"	4.25	"None"
448	"Ve Wong"	"Kung Fu Artificial Sesame Chicken"	"Bowl"	"Taiwan"	3.75	"None"
447	"Ve Wong"	"Little Prince Bacon"	"Pack"	"Vietnam"	4.75	"None"
446	"Sao Tao"	"Noodle King Hong Koing Style Wonton"	"Bowl"	"Hong Kong"	2.25	"None"
445	"iNoodle"	"Taiwan Style Chow Mein"	"Pack"	"Taiwan"	2.25	"None"
444	"Mr. Udon"	"Chicken"	"Pack"	"South Korea"	3.25	"None"
443	"Lucky Me!"	"N-Rich Chicken Tinola"	"Pack"	"Philippines"	4	"None"
442	"Nongshim"	"Kalguksoo"	"Pack"	"South Korea"	4.5	"None"
441	"Ottogi"	"Spice Seafood"	"Pack"	"South Korea"	3.75	"None"
440	"Maruchan"	"Instant Lunch Hot spicy Beef"	"Cup"	"USA"	2.75	"None"
439	"Little Cook"	"Tom Yum Seafood Creamy"	"Bowl"	"Thailand"	3	"None"
438	"Samyang"	"Beef"	"Bowl"	"South Korea"	3.75	"None"
437	"Nongshim"	"Big Bowl Spicy Kimchi"	"Bowl"	"South Korea"	3.25	"None"
436	"Unif"	"Artificial Beef With Sauerkraut"	"Bowl"	"Taiwan"	3.75	"None"
435	"Mi Sedaap"	"Mie Sambal Goreng"	"Pack"	"Indonesia"	4.25	"None"
434	"Mi Sedaap"	"Kari Spesial"	"Pack"	"Indonesia"	4.5	"2012 #5"
433	"Lucky Me!"	"Supreme Bulalo"	"Bowl"	"Philippines"	3.25	"None"
432	"Ve Wong"	"Instant Bean Thread Seafood"	"Bowl"	"Taiwan"	2.5	"None"
431	"Unif / Tung-I"	"Chinese Onion Rice Noodle"	"Pack"	"Taiwan"	2.75	"None"
430	"Quickchow"	"Pancit Canton toyo Mansi"	"Pack"	"Philippines"	5	"None"
429	"Quickchow"	"Chicken Mami"	"Pack"	"Philippines"	3.75	"None"
427	"Koka"	"Mi Hai Cua Crab Flavor"	"Pack"	"Singapore"	5	"None"
426	"Vifon"	"Tu quy Chicken"	"Pack"	"Vietnam"	3	"None"
425	"Chikara"	"Shrimp Udon"	"Pack"	"USA"	4.5	"None"
424	"Q"	"Noodle With Sesame Sauce"	"Pack"	"Taiwan"	3.25	"None"
423	"Noodle Time"	"Shin Cup"	"Cup"	"South Korea"	3	"None"
422	"Vifon"	"Mi Lau Thai Thai Stle"	"Bowl"	"Vietnam"	4	"None"
421	"Myojo"	"Kakesoba Desse Soy Sauce"	"Bowl"	"Japan"	2.75	"None"
420	"Sapporo Ichiban"	"Beef Flavorc"	"Cup"	"USA"	3.5	"None"
419	"Myojo"	"Ramen Desse Shio"	"Bowl"	"Japan"	4.25	"None"
418	"iNoodle"	"Udon Noodle Soup Oriental"	"Pack"	"Taiwan"	3.75	"None"
417	"Vifon"	"Tu Quy Spicy Beef"	"Pack"	"Vietnam"	3.5	"None"
416	"Sapporo Ichiban"	"Chicken Flavor"	"Cup"	"USA"	3.75	"None"
415	"Ve Wong"	"Artificial Classic Beef"	"Bowl"	"Taiwan"	3.75	"None"
414	"Doll"	"Artificial Beef Flavor"	"Pack"	"Hong Kong"	2.5	"None"
413	"Souper"	"Alimentary Paste Chow Mein"	"Pack"	"Taiwan"	4.25	"None"
412	"Maruchan"	"Midori No Tanuki"	"Bowl"	"Japan"	4.125	"None"
411	"Sunlee"	"Crab Vermicelli"	"Bowl"	"Thailand"	3.25	"None"
410	"Lucky Me!"	"Instant Bulalo Bone Marrow"	"Pack"	"Philippines"	3.75	"None"
409	"Payless"	"Instant Mami Chicken"	"Pack"	"Philippines"	4	"None"
408	"Gomex"	"3 Mien Mi Tom Chua Cay Hot sour Shrimp"	"Pack"	"Vietnam"	2.25	"None"
407	"Ottogi"	"Snack Ramyon"	"Cup"	"South Korea"	3.5	"None"
406	"Vifon"	"Asian Style Instant Noodles Beef"	"Pack"	"Vietnam"	3.75	"None"
405	"Ibumie"	"Harmee Prawn"	"Pack"	"Malaysia"	3.25	"None"
404	"Vina Acecook"	"Hao Hao Sate Onion"	"Pack"	"Vietnam"	3.75	"None"
403	"Maruchan"	"Instant Lunch Lime Flavor with Shrimp"	"Cup"	"USA"	2.25	"None"
402	"Sao Tao"	"Noodle King Scallop Thick"	"Bowl"	"Hong Kong"	3	"None"
401	"Myojo"	"Suudon Desse Soy Sauce"	"Bowl"	"Japan"	4.25	"None"
400	"Nissin"	"Cup Noodles Seafood Curry"	"Cup"	"Hong Kong"	4.25	"None"
399	"Paldo"	"Spicy Seafood"	"Cup"	"South Korea"	3.75	"None"
398	"Paldo"	"Bowl Noodle Beef With Vegetables"	"Bowl"	"South Korea"	3.75	"None"
397	"Quickchow"	"Quickie Mami La Paz Batchoy"	"Cup"	"Philippines"	3	"None"
396	"Vina Acecook"	"Bestcook Hot spicy Tom Yum Shrimp"	"Bowl"	"Vietnam"	4.25	"None"
395	"Ottogi"	"Jin Ramen (Mild)"	"Cup"	"South Korea"	3	"None"
394	"Paldo"	"Hwa Cup Hot Spicy"	"Cup"	"South Korea"	3.5	"None"
393	"Kamfen"	"Dried Mix Noodles XO Sauce"	"Tray"	"China"	2	"None"
392	"Nissin"	"Yakisoba Noodles Karashi"	"Tray"	"Japan"	5	"2012 #3"
391	"Myojo"	"Hyoubanya No Chukasoba Oriental"	"Pack"	"Japan"	4.25	"2012 #6"
390	"Menraku"	"Curry Soba"	"Bowl"	"Japan"	4	"None"
